YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,ARRIVAL_DELAY,DISTANCE
2015,9,20,7,AA,118,N794AA,LAX,JFK,700,653,-7,19,712,340,307,282,1454,6,1540,1500,0,0,,NA,NA,NA,NA,NA,-40,2475
2015,9,20,7,B6,1169,N337JB,RIC,MCO,825,822,-3,9,831,114,105,92,1003,4,1019,1007,0,0,,NA,NA,NA,NA,NA,-12,667
2015,9,20,7,AA,1988,N704US,RIC,CLT,920,916,-4,19,935,91,79,55,1030,5,1051,1035,0,0,,NA,NA,NA,NA,NA,-16,257
2015,9,20,7,OO,5267,N789SK,IAH,IND,1250,1247,-3,24,1311,141,131,103,1554,4,1611,1558,0,0,,NA,NA,NA,NA,NA,-13,844
2015,9,20,7,DL,1939,N908DE,PIT,ATL,1445,1446,1,15,1501,107,93,73,1614,5,1632,1619,0,0,,NA,NA,NA,NA,NA,-13,526
2015,9,20,7,DL,1323,N957DN,PHL,MSP,1712,1716,4,28,1744,162,172,140,1904,4,1854,1908,0,0,,NA,NA,NA,NA,NA,14,980
2015,9,20,7,NK,680,N534NK,IAH,MSY,1750,1743,-7,12,1755,65,63,45,1840,6,1855,1846,0,0,,NA,NA,NA,NA,NA,-9,305
2015,9,20,7,EV,2724,N685AE,TYR,DFW,1825,1814,-11,10,1824,57,42,22,1846,10,1922,1856,0,0,,NA,NA,NA,NA,NA,-26,102
2015,9,20,7,DL,2131,N933DL,LGA,DTW,1830,1842,12,27,1909,126,117,83,2032,7,2036,2039,0,0,,NA,NA,NA,NA,NA,3,502
2015,9,20,7,AA,430,N662AW,PHX,DTW,1850,1844,-6,19,1903,233,227,199,122,9,143,131,0,0,,NA,NA,NA,NA,NA,-12,1671
2015,9,20,7,DL,2778,N891AT,LAX,SFO,2000,1956,-4,19,2015,88,82,54,2109,9,2128,2118,0,0,,NA,NA,NA,NA,NA,-10,337
2015,9,20,7,WN,531,N391SW,BUF,MCO,2005,2132,87,7,2139,160,145,133,2352,5,2245,2357,0,0,,0,0,18,54,0,72,1011
2015,9,20,7,F9,705,N922FR,MSY,DEN,2040,2028,-12,10,2038,169,168,149,2207,9,2229,2216,0,0,,NA,NA,NA,NA,NA,-13,1062
2015,9,20,7,AA,650,N543UW,LAX,PHL,2210,2210,0,20,2230,319,302,276,606,6,629,612,0,0,,NA,NA,NA,NA,NA,-17,2402
2015,9,21,1,MQ,3382,N657MQ,COU,DFW,615,609,-6,10,619,110,95,71,730,14,805,744,0,0,,NA,NA,NA,NA,NA,-21,489
2015,9,21,1,NK,940,N525NK,DFW,ORD,617,615,-2,14,629,144,133,112,821,7,841,828,0,0,,NA,NA,NA,NA,NA,-13,802
2015,9,21,1,UA,690,N832UA,DEN,IAH,715,707,-8,13,720,140,126,110,1010,3,1035,1013,0,0,,NA,NA,NA,NA,NA,-22,862
2015,9,21,1,DL,476,N153DL,LAX,JFK,725,719,-6,13,732,335,307,288,1520,6,1600,1526,0,0,,NA,NA,NA,NA,NA,-34,2475
2015,9,21,1,HA,1,N370HA,LAX,HNL,840,846,6,11,857,360,339,324,1121,4,1140,1125,0,0,,NA,NA,NA,NA,NA,-15,2556
2015,9,21,1,AS,154,N763AS,OTZ,ANC,903,948,45,4,952,87,84,77,1109,3,1030,1112,0,0,,0,42,0,0,0,42,548
2015,9,21,1,UA,1192,N39418,DEN,ORD,910,905,-5,14,919,153,154,113,1212,27,1243,1239,0,0,,NA,NA,NA,NA,NA,-4,888
2015,9,21,1,WN,2188,N454WN,MCO,MCI,1000,958,-2,9,1007,170,160,148,1135,3,1150,1138,0,0,,NA,NA,NA,NA,NA,-12,1072
2015,9,21,1,OO,3422,N173SY,SEA,MKE,1015,1031,16,23,1054,235,226,198,1612,5,1610,1617,0,0,,NA,NA,NA,NA,NA,7,1694
2015,9,21,1,UA,521,N442UA,CLT,ORD,1026,1022,-4,14,1036,123,109,90,1106,5,1129,1111,0,0,,NA,NA,NA,NA,NA,-18,599
2015,9,21,1,EV,5055,N752EV,BHM,LGA,1625,1731,66,22,1753,145,136,106,2039,8,1950,2047,0,0,,0,0,24,33,0,57,866
2015,9,21,1,DL,1571,N983AT,CHS,JFK,1641,1637,-4,19,1656,129,128,64,1800,45,1850,1845,0,0,,NA,NA,NA,NA,NA,-5,636
2015,9,21,1,AA,1768,N716UW,ROC,CLT,1700,1701,1,11,1712,120,131,107,1859,13,1900,1912,0,0,,NA,NA,NA,NA,NA,12,573
2015,9,21,1,WN,963,N713SW,PDX,SMF,1710,1710,0,14,1724,85,88,70,1834,4,1835,1838,0,0,,NA,NA,NA,NA,NA,3,479
2015,9,21,1,DL,2162,N336NW,DTW,PHL,1742,1740,-2,14,1754,108,93,67,1901,12,1930,1913,0,0,,NA,NA,NA,NA,NA,-17,453
2015,9,21,1,EV,4996,N870AS,DTW,ABE,2002,1958,-4,15,2013,89,80,61,2114,4,2131,2118,0,0,,NA,NA,NA,NA,NA,-13,425
2015,9,21,1,AA,1181,N4UCAA,DFW,DAY,2025,2025,0,17,2042,143,143,117,2339,9,2348,2348,0,0,,NA,NA,NA,NA,NA,0,861
2015,9,21,1,OO,2969,N821AS,PHX,DRO,2140,2133,-7,13,2146,76,68,51,2337,4,2356,2341,0,0,,NA,NA,NA,NA,NA,-15,353
2015,9,22,2,WN,593,N258WN,ATL,HOU,550,546,-4,10,556,130,106,90,626,6,700,632,0,0,,NA,NA,NA,NA,NA,-28,696
2015,9,22,2,UA,601,N437UA,PHL,ORD,645,634,-11,11,645,133,109,96,721,2,758,723,0,0,,NA,NA,NA,NA,NA,-35,678
2015,9,22,2,HA,110,N480HA,LIH,HNL,658,651,-7,6,657,32,34,22,719,6,730,725,0,0,,NA,NA,NA,NA,NA,-5,102
2015,9,22,2,AS,17,N419AS,EWR,SEA,700,654,-6,14,708,355,346,322,930,10,955,940,0,0,,NA,NA,NA,NA,NA,-15,2402
2015,9,22,2,UA,647,N472UA,GRR,DEN,927,925,-2,12,937,173,162,140,957,10,1020,1007,0,0,,NA,NA,NA,NA,NA,-13,1015
2015,9,22,2,AA,1839,N110UW,PHL,MSP,1125,1118,-7,10,1128,168,146,133,1241,3,1313,1244,0,0,,NA,NA,NA,NA,NA,-29,980
2015,9,22,2,UA,1963,N75854,LAX,IAH,1230,1235,5,15,1250,197,198,165,1735,18,1747,1753,0,0,,NA,NA,NA,NA,NA,6,1379
2015,9,22,2,DL,795,N901DA,MSP,GRR,1314,1310,-4,15,1325,78,79,59,1524,5,1532,1529,0,0,,NA,NA,NA,NA,NA,-3,408
2015,9,22,2,OO,5472,N979SW,CMX,ORD,1320,1311,-9,13,1324,88,77,58,1322,6,1348,1328,0,0,,NA,NA,NA,NA,NA,-20,359
2015,9,22,2,OO,6301,N768SK,SNA,SFO,1349,1342,-7,11,1353,81,81,63,1456,7,1510,1503,0,0,,NA,NA,NA,NA,NA,-7,372
2015,9,22,2,OO,4771,N440SW,MSP,DLH,1419,1417,-2,10,1427,52,42,28,1455,4,1511,1459,0,0,,NA,NA,NA,NA,NA,-12,144
2015,9,22,2,UA,1722,N17753,LGA,ORD,1500,1457,-3,22,1519,164,132,105,1604,5,1644,1609,0,0,,NA,NA,NA,NA,NA,-35,733
2015,9,22,2,WN,2097,N963WN,FLL,BUF,1625,1617,-8,18,1635,180,169,147,1902,4,1925,1906,0,0,,NA,NA,NA,NA,NA,-19,1166
2015,9,22,2,HA,141,N475HA,ITO,HNL,1755,1756,1,11,1807,53,55,37,1844,7,1848,1851,0,0,,NA,NA,NA,NA,NA,3,216
2015,9,22,2,WN,215,N916WN,ECP,BNA,1835,1829,-6,6,1835,80,66,56,1931,4,1955,1935,0,0,,NA,NA,NA,NA,NA,-20,401
2015,9,22,2,WN,1934,N214WN,SLC,PHX,1855,1854,-1,17,1911,95,100,78,1929,5,1930,1934,0,0,,NA,NA,NA,NA,NA,4,507
2015,9,22,2,DL,1445,N326NB,DFW,ATL,1945,1938,-7,10,1948,126,116,97,2225,9,2251,2234,0,0,,NA,NA,NA,NA,NA,-17,731
2015,9,22,2,WN,1785,N917WN,DEN,LAX,2020,2018,-2,11,2029,150,137,114,2123,12,2150,2135,0,0,,NA,NA,NA,NA,NA,-15,862
2015,9,23,3,WN,1,N260WN,OKC,DAL,530,525,-5,9,534,55,51,33,607,9,625,616,0,0,,NA,NA,NA,NA,NA,-9,181
2015,9,23,3,AA,115,N022AA,JAC,DFW,710,707,-3,12,719,172,170,128,1027,30,1102,1057,0,0,,NA,NA,NA,NA,NA,-5,1047
2015,9,23,3,DL,2012,N894AT,ATL,ORD,728,725,-3,10,735,122,104,89,804,5,830,809,0,0,,NA,NA,NA,NA,NA,-21,606
2015,9,23,3,DL,2447,N816DN,SFO,ATL,745,742,-3,15,757,282,265,242,1459,8,1527,1507,0,0,,NA,NA,NA,NA,NA,-20,2139
2015,9,23,3,UA,263,N845UA,SEA,DEN,801,800,-1,21,821,159,160,125,1126,14,1140,1140,0,0,,NA,NA,NA,NA,NA,0,1024
2015,9,23,3,WN,3237,N204WN,LAS,ATL,1010,1011,1,16,1027,240,227,203,1650,8,1710,1658,0,0,,NA,NA,NA,NA,NA,-12,1747
2015,9,23,3,WN,513,N7713A,MDW,BWI,1105,1107,2,8,1115,105,99,86,1341,5,1350,1346,0,0,,NA,NA,NA,NA,NA,-4,611
2015,9,23,3,WN,1118,N274WN,SMF,LAX,1130,1129,-1,10,1139,85,75,59,1238,6,1255,1244,0,0,,NA,NA,NA,NA,NA,-11,373
2015,9,23,3,WN,1983,N749SW,OAK,CMH,1150,1148,-2,10,1158,270,258,243,1901,5,1920,1906,0,0,,NA,NA,NA,NA,NA,-14,2110
2015,9,23,3,AA,562,N176UW,LAX,PHX,1235,1228,-7,28,1256,90,96,60,1356,8,1405,1404,0,0,,NA,NA,NA,NA,NA,-1,370
2015,9,23,3,DL,1942,N980AT,ATL,EWR,1235,1234,-1,16,1250,140,116,95,1425,5,1455,1430,0,0,,NA,NA,NA,NA,NA,-25,746
2015,9,23,3,UA,677,N422UA,RNO,DEN,1324,1316,-8,13,1329,128,124,104,1613,7,1632,1620,0,0,,NA,NA,NA,NA,NA,-12,804
2015,9,23,3,OO,4986,N766SK,IAH,LIT,1457,1506,9,15,1521,82,72,54,1615,3,1619,1618,0,0,,NA,NA,NA,NA,NA,-1,374
2015,9,23,3,AA,1251,N029AA,SDF,DFW,1520,1514,-6,7,1521,142,118,100,1601,11,1642,1612,0,0,,NA,NA,NA,NA,NA,-30,733
2015,9,23,3,AA,2480,N860AA,LAX,DFW,1535,1529,-6,14,1543,196,169,150,2013,5,2051,2018,0,0,,NA,NA,NA,NA,NA,-33,1235
2015,9,23,3,NK,219,N508NK,ATL,MCO,1600,1608,8,10,1618,82,82,66,1724,6,1722,1730,0,0,,NA,NA,NA,NA,NA,8,404
2015,9,23,3,WN,41,N637SW,HOU,SAT,1820,1828,8,9,1837,50,47,35,1912,3,1910,1915,0,0,,NA,NA,NA,NA,NA,5,192
2015,9,23,3,AA,509,N831AW,PHX,LAX,1845,1838,-7,13,1851,91,101,59,1950,29,2016,2019,0,0,,NA,NA,NA,NA,NA,3,370
2015,9,23,3,AA,1276,N3AAAA,RSW,DFW,1847,1841,-6,9,1850,178,163,142,2012,12,2045,2024,0,0,,NA,NA,NA,NA,NA,-21,1017
2015,9,23,3,OO,6432,N713SK,SNA,SFO,1940,1940,0,12,1952,81,81,65,2057,4,2101,2101,0,0,,NA,NA,NA,NA,NA,0,372
2015,9,24,4,UA,609,N430UA,IAH,ORD,538,536,-2,16,552,166,149,120,752,13,824,805,0,0,,NA,NA,NA,NA,NA,-19,925
2015,9,24,4,B6,515,N265JB,BOS,BUF,729,723,-6,15,738,88,76,59,837,2,857,839,0,0,,NA,NA,NA,NA,NA,-18,395
2015,9,24,4,WN,2959,N8323C,MDW,FLL,815,812,-3,16,828,175,179,159,1207,4,1210,1211,0,0,,NA,NA,NA,NA,NA,1,1167
2015,9,24,4,WN,3208,N570WN,LAX,PHX,845,845,0,16,901,75,74,54,955,4,1000,959,0,0,,NA,NA,NA,NA,NA,-1,370
2015,9,24,4,B6,2184,N236JB,RDU,BOS,904,855,-9,13,908,105,101,84,1032,4,1049,1036,0,0,,NA,NA,NA,NA,NA,-13,612
2015,9,24,4,B6,886,N779JB,RDU,JFK,1010,1012,2,17,1029,86,84,61,1130,6,1136,1136,0,0,,NA,NA,NA,NA,NA,0,427
2015,9,24,4,WN,1065,N367SW,ABQ,PHX,1510,1527,17,19,1546,75,79,54,1540,6,1525,1546,0,0,,4,0,16,1,0,21,328
2015,9,24,4,WN,3062,N206WN,TPA,MEM,1600,1603,3,10,1613,115,102,87,1640,5,1655,1645,0,0,,NA,NA,NA,NA,NA,-10,655
2015,9,24,4,WN,317,N959WN,SJC,LAS,1740,1750,10,13,1803,80,77,60,1903,4,1900,1907,0,0,,NA,NA,NA,NA,NA,7,386
2015,9,24,4,EV,4913,N758EV,ATL,HPN,1815,1809,-6,15,1824,142,142,121,2025,6,2037,2031,0,0,,NA,NA,NA,NA,NA,-6,780
2015,9,24,4,UA,335,N438UA,FLL,IAH,1830,1818,-12,17,1835,170,154,130,1945,7,2020,1952,0,0,,NA,NA,NA,NA,NA,-28,966
2015,9,24,4,EV,4360,N13975,MAF,IAH,1940,1927,-13,9,1936,90,77,62,2038,6,2110,2044,0,0,,NA,NA,NA,NA,NA,-26,429
2015,9,24,4,DL,2010,N993AT,ATL,SAV,2045,2044,-1,14,2058,64,56,36,2134,6,2149,2140,0,0,,NA,NA,NA,NA,NA,-9,214
2015,9,24,4,UA,601,N465UA,ORD,DCA,2100,2057,-3,11,2108,111,99,85,2333,3,2351,2336,0,0,,NA,NA,NA,NA,NA,-15,612
2015,9,25,5,WN,2313,N8637A,SAT,MDW,640,637,-3,10,647,160,149,133,900,6,920,906,0,0,,NA,NA,NA,NA,NA,-14,1036
2015,9,25,5,WN,3035,N8646B,BUF,LAS,725,725,0,9,734,295,264,245,839,10,920,849,0,0,,NA,NA,NA,NA,NA,-31,1986
2015,9,25,5,DL,2359,N3745B,DCA,SLC,730,725,-5,15,740,282,264,239,939,10,1012,949,0,0,,NA,NA,NA,NA,NA,-23,1851
2015,9,25,5,AA,2158,N952UW,LGA,BOS,800,754,-6,13,807,63,54,34,841,7,903,848,0,0,,NA,NA,NA,NA,NA,-15,184
2015,9,25,5,AA,1377,N3HVAA,ORD,MIA,845,844,-1,15,859,192,185,157,1236,13,1257,1249,0,0,,NA,NA,NA,NA,NA,-8,1197
2015,9,25,5,UA,798,N444UA,MSP,DEN,912,904,-8,12,916,134,107,88,944,7,1026,951,0,0,,NA,NA,NA,NA,NA,-35,680
2015,9,25,5,WN,1588,N642WN,AMA,DAL,940,937,-3,9,946,65,64,51,1037,4,1045,1041,0,0,,NA,NA,NA,NA,NA,-4,323
2015,9,25,5,WN,1752,N225WN,BWI,ALB,1035,1037,2,17,1054,70,71,51,1145,3,1145,1148,0,0,,NA,NA,NA,NA,NA,3,289
2015,9,25,5,WN,2701,N725SW,BNA,TPA,1330,1329,-1,8,1337,100,93,81,1558,4,1610,1602,0,0,,NA,NA,NA,NA,NA,-8,612
2015,9,25,5,OO,2954,N468CA,PHX,FLG,1340,1334,-6,28,1402,49,56,23,1425,5,1429,1430,0,0,,NA,NA,NA,NA,NA,1,119
2015,9,25,5,EV,4682,N14562,IAH,LBB,1435,1428,-7,15,1443,97,90,67,1550,8,1612,1558,0,0,,NA,NA,NA,NA,NA,-14,458
2015,9,25,5,UA,1694,N24212,BOS,IAD,1445,1448,3,15,1503,107,108,82,1625,11,1632,1636,0,0,,NA,NA,NA,NA,NA,4,413
2015,9,25,5,WN,368,N8667D,LAS,MDW,1445,1442,-3,21,1503,215,NA,NA,2138,5,2020,2143,1,0,,NA,NA,NA,NA,NA,NA,1521
2015,9,25,5,WN,1221,N402WN,DCA,MCI,1455,1456,1,10,1506,165,136,121,1607,5,1640,1612,0,0,,NA,NA,NA,NA,NA,-28,949
2015,9,25,5,DL,1144,N352NW,DTW,DCA,1520,1520,0,8,1528,91,85,74,1642,3,1651,1645,0,0,,NA,NA,NA,NA,NA,-6,405
2015,9,25,5,WN,2921,N955WN,PIT,LAS,1635,1637,2,9,1646,280,257,241,1747,7,1815,1754,0,0,,NA,NA,NA,NA,NA,-21,1910
2015,9,25,5,UA,1081,N79279,ALB,ORD,1712,1716,4,11,1727,143,144,116,1823,17,1835,1840,0,0,,NA,NA,NA,NA,NA,5,723
2015,9,25,5,AA,1439,N3JHAA,BNA,DFW,1740,1743,3,12,1755,133,110,87,1922,11,1953,1933,0,0,,NA,NA,NA,NA,NA,-20,631
2015,9,25,5,AA,1139,N3HVAA,LGA,DFW,1750,1758,8,38,1836,249,237,186,2042,13,2059,2055,0,0,,NA,NA,NA,NA,NA,-4,1389
2015,9,25,5,WN,777,N287WN,CMH,BOS,1910,1904,-6,9,1913,115,101,82,2035,10,2105,2045,0,0,,NA,NA,NA,NA,NA,-20,640
2015,9,25,5,MQ,3238,N617MQ,ORD,GRB,2023,2031,8,10,2041,62,41,29,2110,2,2125,2112,0,0,,NA,NA,NA,NA,NA,-13,173
2015,9,26,6,WN,4597,N955WN,MCI,MDW,550,545,-5,8,553,85,74,59,652,7,715,659,0,0,,NA,NA,NA,NA,NA,-16,405
2015,9,26,6,NK,346,N618NK,IAH,MSP,615,615,0,11,626,160,155,137,843,7,855,850,0,0,,NA,NA,NA,NA,NA,-5,1034
2015,9,26,6,DL,2200,N349NW,PSC,MSP,715,708,-7,13,721,172,165,146,1147,6,1207,1153,0,0,,NA,NA,NA,NA,NA,-14,1254
2015,9,26,6,F9,356,N952FR,DEN,MKE,835,833,-2,15,848,139,141,121,1149,5,1154,1154,0,0,,NA,NA,NA,NA,NA,0,896
2015,9,26,6,VX,312,N840VA,LAX,MCO,855,853,-2,9,902,305,297,280,1642,8,1700,1650,0,0,,NA,NA,NA,NA,NA,-10,2218
2015,9,26,6,DL,629,N663DN,ATL,DTW,917,917,0,12,929,112,107,90,1059,5,1109,1104,0,0,,NA,NA,NA,NA,NA,-5,594
2015,9,26,6,B6,717,N197JB,BOS,JFK,1045,1050,5,15,1105,66,65,47,1152,3,1151,1155,0,0,,NA,NA,NA,NA,NA,4,187
2015,9,26,6,WN,4196,N206WN,SEA,SNA,1055,1053,-2,10,1103,165,163,148,1331,5,1340,1336,0,0,,NA,NA,NA,NA,NA,-4,978
2015,9,26,6,MQ,3251,N818MQ,ORD,BIS,1213,1209,-4,16,1225,145,122,103,1408,3,1438,1411,0,0,,NA,NA,NA,NA,NA,-27,716
2015,9,26,6,DL,1875,N955AT,TPA,LGA,1400,1359,-1,9,1408,161,141,125,1613,7,1641,1620,0,0,,NA,NA,NA,NA,NA,-21,1010
2015,9,26,6,OO,5541,N786SK,BOI,DEN,1421,1420,-1,14,1434,118,108,87,1601,7,1619,1608,0,0,,NA,NA,NA,NA,NA,-11,649
2015,9,26,6,EV,4329,N26549,GSO,EWR,1458,1447,-11,14,1501,97,91,67,1608,10,1635,1618,0,0,,NA,NA,NA,NA,NA,-17,445
2015,9,26,6,EV,5107,N136EV,MLI,ATL,1527,1520,-7,9,1529,111,117,92,1801,16,1818,1817,0,0,,NA,NA,NA,NA,NA,-1,633
2015,9,26,6,WN,3313,N8614M,BWI,SAN,1620,1627,7,17,1644,330,294,274,1818,3,1850,1821,0,0,,NA,NA,NA,NA,NA,-29,2295
2015,9,26,6,AA,1976,N578UW,CLT,EWR,2010,2012,2,34,2046,106,132,90,2216,8,2156,2224,0,0,,26,0,2,0,0,28,529
2015,9,27,7,AS,146,N459AS,ANC,SEA,120,110,-10,14,124,199,176,158,502,4,539,506,0,0,,NA,NA,NA,NA,NA,-33,1448
2015,9,27,7,AS,136,N516AS,ANC,SEA,155,141,-14,15,156,199,181,163,539,3,614,542,0,0,,NA,NA,NA,NA,NA,-32,1448
2015,9,27,7,AA,465,N917UY,PHX,ORD,720,717,-3,18,735,210,223,189,1244,16,1250,1300,0,0,,NA,NA,NA,NA,NA,10,1440
2015,9,27,7,B6,905,N603JB,JFK,ORD,852,907,15,22,929,157,136,107,1016,7,1029,1023,0,0,,NA,NA,NA,NA,NA,-6,740
2015,9,27,7,AA,1298,N3JBAA,SNA,DFW,900,854,-6,15,909,176,170,152,1341,3,1356,1344,0,0,,NA,NA,NA,NA,NA,-12,1205
2015,9,27,7,WN,2924,N454WN,LAX,BNA,900,858,-2,26,924,240,252,220,1504,6,1500,1510,0,0,,NA,NA,NA,NA,NA,10,1797
2015,9,27,7,WN,1896,N700GS,BUR,LAS,945,943,-2,8,951,65,55,43,1034,4,1050,1038,0,0,,NA,NA,NA,NA,NA,-12,223
2015,9,27,7,WN,1890,N525SW,SAT,ELP,1130,1125,-5,8,1133,90,80,67,1140,5,1200,1145,0,0,,NA,NA,NA,NA,NA,-15,496
2015,9,27,7,AA,2247,N867AA,DFW,PHX,1155,1644,289,15,1659,158,137,116,1655,6,1233,1701,0,0,,0,0,268,0,0,268,868
2015,9,27,7,DL,2075,N920DE,MCI,ATL,1231,1227,-4,8,1235,124,116,97,1512,11,1535,1523,0,0,,NA,NA,NA,NA,NA,-12,692
2015,9,27,7,DL,1827,N6715C,FLL,ATL,1345,1340,-5,16,1356,124,112,86,1522,10,1549,1532,0,0,,NA,NA,NA,NA,NA,-17,581
2015,9,27,7,MQ,3364,N658MQ,ORD,LEX,1549,1544,-5,10,1554,87,65,50,1744,5,1816,1749,0,0,,NA,NA,NA,NA,NA,-27,323
2015,9,27,7,AA,1599,N3KNAA,SNA,DFW,1600,1558,-2,12,1610,173,173,150,2040,11,2053,2051,0,0,,NA,NA,NA,NA,NA,-2,1205
2015,9,27,7,DL,1663,N962DN,ATL,MKE,1613,1611,-2,13,1624,127,126,97,1701,16,1720,1717,0,0,,NA,NA,NA,NA,NA,-3,669
2015,9,27,7,EV,4653,N14993,IAH,MOB,1655,1737,42,14,1751,83,98,72,1903,12,1818,1915,0,0,,15,0,39,3,0,57,427
2015,9,27,7,WN,3670,N472WN,MSY,BWI,1710,1706,-4,14,1720,155,163,141,2041,8,2045,2049,0,0,,NA,NA,NA,NA,NA,4,998
2015,9,27,7,NK,713,N628NK,MCO,IAH,1730,1729,-1,19,1748,151,151,122,1850,10,1901,1900,0,0,,NA,NA,NA,NA,NA,-1,854
2015,9,27,7,WN,1956,N463WN,PHX,SAN,1805,1801,-4,12,1813,65,70,53,1906,5,1910,1911,0,0,,NA,NA,NA,NA,NA,1,304
2015,9,27,7,AA,703,N545UW,BWI,PHX,1959,2024,25,25,2049,298,275,245,2154,5,2157,2159,0,0,,NA,NA,NA,NA,NA,2,1999
2015,9,27,7,OO,7415,N441SW,RHI,IMT,2123,2110,-13,11,2121,37,35,18,2139,6,2200,2145,0,0,,NA,NA,NA,NA,NA,-15,67
2015,9,27,7,WN,528,N476WN,STL,OMA,2135,2228,53,8,2236,70,67,54,2330,5,2245,2335,0,0,,0,0,50,0,0,50,342
2015,9,28,1,DL,1175,N957DN,MSP,DEN,720,715,-5,13,728,123,110,92,800,5,823,805,0,0,,NA,NA,NA,NA,NA,-18,680
2015,9,28,1,WN,2565,N751SW,PVD,TPA,730,730,0,10,740,190,173,155,1015,8,1040,1023,0,0,,NA,NA,NA,NA,NA,-17,1136
2015,9,28,1,WN,3064,N945WN,SNA,PHX,745,744,-1,16,800,85,72,49,849,7,910,856,0,0,,NA,NA,NA,NA,NA,-14,338
2015,9,28,1,OO,5456,N970SW,SFO,ONT,830,823,-7,16,839,87,86,65,944,5,957,949,0,0,,NA,NA,NA,NA,NA,-8,363
2015,9,28,1,UA,468,N817UA,SFO,AUS,852,849,-3,19,908,218,204,179,1407,6,1430,1413,0,0,,NA,NA,NA,NA,NA,-17,1504
2015,9,28,1,OO,7426,N460SW,MSP,INL,1126,1114,-12,22,1136,76,66,40,1216,4,1242,1220,0,0,,NA,NA,NA,NA,NA,-22,255
2015,9,28,1,UA,549,N454UA,ORD,PDX,1223,1224,1,29,1253,264,284,251,1504,4,1447,1508,0,0,,21,0,0,0,0,21,1739
2015,9,28,1,DL,1145,N986DL,LGA,DTW,1235,1229,-6,30,1259,127,118,81,1420,7,1442,1427,0,0,,NA,NA,NA,NA,NA,-15,502
2015,9,28,1,EV,4607,N12563,IAH,XNA,1342,1341,-1,27,1408,98,106,72,1520,7,1520,1527,0,0,,NA,NA,NA,NA,NA,7,438
2015,9,28,1,DL,2201,N391DA,PHX,JFK,1407,1405,-2,13,1418,298,283,265,2143,5,2205,2148,0,0,,NA,NA,NA,NA,NA,-17,2153
2015,9,28,1,OO,5626,N709SK,CLE,IAH,1445,1444,-1,15,1459,180,184,161,1640,8,1645,1648,0,0,,NA,NA,NA,NA,NA,3,1091
2015,9,28,1,WN,2204,N8316H,MCI,LAS,1645,1645,0,7,1652,185,174,149,1721,18,1750,1739,0,0,,NA,NA,NA,NA,NA,-11,1139
2015,9,28,1,DL,2687,N981AT,BOS,LGA,1700,1656,-4,35,1731,77,82,40,1811,7,1817,1818,0,0,,NA,NA,NA,NA,NA,1,184
2015,9,28,1,DL,1900,N330NW,ATL,BOS,1740,1738,-2,10,1748,162,137,119,1947,8,2022,1955,0,0,,NA,NA,NA,NA,NA,-27,946
2015,9,28,1,EV,5257,N181PQ,ATL,CHA,1812,1813,1,12,1825,40,45,23,1848,10,1852,1858,0,0,,NA,NA,NA,NA,NA,6,106
2015,9,28,1,EV,4172,N11194,GRR,IAH,1822,1818,-4,10,1828,173,183,163,2011,10,2015,2021,0,0,,NA,NA,NA,NA,NA,6,1042
2015,9,28,1,WN,2411,N784SW,DEN,OMA,1915,1914,-1,10,1924,80,75,61,2125,4,2135,2129,0,0,,NA,NA,NA,NA,NA,-6,472
2015,9,28,1,F9,774,N906FR,LAS,DEN,2110,2103,-7,13,2116,106,124,81,2337,30,2356,7,0,0,,NA,NA,NA,NA,NA,11,628
2015,9,28,1,EV,5253,N146PQ,ATL,PHF,2110,2107,-3,29,2136,95,104,70,2246,5,2245,2251,0,0,,NA,NA,NA,NA,NA,6,508
2015,9,29,2,DL,1508,N673DL,SRQ,ATL,710,707,-3,11,718,98,89,67,825,11,848,836,0,0,,NA,NA,NA,NA,NA,-12,444
2015,9,29,2,AA,2491,N854AA,DFW,SAN,715,724,9,15,739,187,168,151,810,2,822,812,0,0,,NA,NA,NA,NA,NA,-10,1171
2015,9,29,2,DL,1086,N932DN,ATL,LGA,845,844,-1,9,853,139,119,102,1035,8,1104,1043,0,0,,NA,NA,NA,NA,NA,-21,762
2015,9,29,2,WN,710,N245WN,LAX,ATL,1040,1039,-1,10,1049,260,264,243,1752,11,1800,1803,0,0,,NA,NA,NA,NA,NA,3,1947
2015,9,29,2,B6,1214,N652JB,DFW,BOS,1049,1108,19,22,1130,220,211,184,1534,5,1529,1539,0,0,,NA,NA,NA,NA,NA,10,1562
2015,9,29,2,AA,1254,N3HLAA,MIA,SJU,1100,1053,-7,15,1108,156,154,134,1322,5,1336,1327,0,0,,NA,NA,NA,NA,NA,-9,1045
2015,9,29,2,OO,6270,N970SW,MFR,SFO,1118,1112,-6,15,1127,85,85,66,1233,4,1243,1237,0,0,,NA,NA,NA,NA,NA,-6,329
